orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
8;801;10;301;6;2059;339030260000000;"33 90 30 26 00 00 00";4510;0,00;710,34;0,00;0,00;-652,34;0,00;0,00;0,00;0,00;0,00;58,00;0,00;0,00;0,00;0,00;0,00;0,00;58,00
8;801;10;301;6;2059;339030230000000;"33 90 30 23 00 00 00";4510;0,00;8.464,00;0,00;0,00;-4.056,00;0,00;0,00;0,00;2.508,00;1.900,00;0,00;0,00;0,00;0,00;2.508,00;1.900,00;0,00;0,00
8;801;10;301;6;2059;339030010000000;"33 90 30 01 00 00 00";4520;0,00;0,00;0,00;1.569,57;5.421,02;464,77;0,00;0,00;0,00;0,00;2.092,73;5.362,63;0,00;0,00;0,00;0,00;2.092,73;5.362,63
8;801;10;301;6;2059;339030360000000;"33 90 30 36 00 00 00";4520;0,00;0,00;0,00;0,00;0,00;1.748,69;0,00;0,00;0,00;0,00;0,00;1.748,69;0,00;0,00;0,00;0,00;0,00;1.748,69
8;801;10;301;6;2059;339030090000000;"33 90 30 09 00 00 00";4520;0,00;0,00;0,00;0,00;0,00;2.263,54;0,00;0,00;0,00;0,00;0,00;2.263,54;0,00;0,00;0,00;0,00;0,00;2.263,54
8;801;10;301;6;2059;339030230000000;"33 90 30 23 00 00 00";4520;0,00;0,00;0,00;0,00;4.056,00;0,00;0,00;0,00;0,00;0,00;4.056,00;0,00;0,00;0,00;0,00;0,00;4.056,00;0,00
8;801;10;301;6;2059;339030240000000;"33 90 30 24 00 00 00";4935;0,00;22.079,50;0,00;399,67;0,00;0,00;0,00;0,00;17.629,50;4.849,67;0,00;0,00;0,00;0,00;17.629,50;4.849,67;0,00;0,00
8;801;10;301;6;2059;339039430000000;"33 90 39 43 00 00 00";40;43.320,00;0,00;0,00;0,00;0,00;-551,55;3.452,73;6.890,96;6.879,45;11.054,06;3.993,20;10.498,05;3.452,73;6.890,96;6.879,45;7.058,30;7.988,96;10.498,05
8;801;10;301;6;2059;339039440000000;"33 90 39 44 00 00 00";40;1.020,00;0,00;0,00;0,00;0,00;163,11;78,83;159,51;163,11;196,52;238,20;346,94;78,83;159,51;163,11;196,52;238,20;346,94
8;801;10;301;6;2059;339039580100000;"33 90 39 58 01 00 00";40;4.440,00;0,00;0,00;0,00;0,00;-934,50;751,78;545,06;553,45;800,60;252,55;602,06;751,78;545,06;553,45;515,09;538,06;602,06
8;801;10;301;6;2059;339039500000000;"33 90 39 50 00 00 00";40;49.300,00;0,00;-11.950,00;0,00;0,00;-7.029,19;23.400,00;1.200,00;2.000,00;0,00;15,00;3.705,81;6.500,00;18.100,00;2.000,00;0,00;15,00;3.705,81
8;801;10;301;6;2059;339039160000000;"33 90 39 16 00 00 00";40;0,00;2.100,00;470,00;320,00;0,00;-1.250,00;0,00;600,00;470,00;320,00;0,00;250,00;0,00;600,00;470,00;320,00;0,00;250,00
8;801;10;301;6;2059;339039200000000;"33 90 39 20 00 00 00";40;718,00;490,00;0,00;0,00;150,00;0,00;270,00;938,00;0,00;0,00;0,00;150,00;270,00;938,00;0,00;0,00;0,00;150,00
8;801;10;301;6;2059;339039050000000;"33 90 39 05 00 00 00";40;1.350,00;1.501,00;5.900,00;0,00;600,00;-6.060,00;1.350,00;1.041,00;0,00;0,00;600,00;300,00;0,00;2.391,00;0,00;0,00;600,00;300,00
8;801;10;301;6;2059;339039480000000;"33 90 39 48 00 00 00";40;0,00;6.838,00;0,00;0,00;0,00;0,00;0,00;4.738,00;2.100,00;0,00;0,00;0,00;0,00;4.738,00;2.100,00;0,00;0,00;0,00
8;801;10;301;6;2059;339039170000000;"33 90 39 17 00 00 00";40;0,00;600,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;339039580200000;"33 90 39 58 02 00 00";40;0,00;0,00;0,00;0,00;0,00;1.618,20;0,00;0,00;0,00;0,00;0,00;1.618,20;0,00;0,00;0,00;0,00;0,00;1.618,20
8;801;10;301;6;2059;339039780000000;"33 90 39 78 00 00 00";40;14.954,76;833,00;0,00;0,00;0,00;0,00;0,00;3.738,69;3.325,46;1.246,23;3.738,69;2.492,46;0,00;3.738,69;3.325,46;1.246,23;3.738,69;2.492,46
8;801;10;301;6;2059;339039500000000;"33 90 39 50 00 00 00";4011;42.366,67;0,00;18.000,00;25.071,24;8.867,00;924,85;0,00;28.275,00;13.000,00;13.000,00;18.571,24;22.383,52;0,00;28.275,00;13.000,00;13.000,00;18.571,24;22.383,52
8;801;10;301;6;2059;339039480000000;"33 90 39 48 00 00 00";4011;0,00;0,00;0,00;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;2.100,00;0,00
8;801;10;301;6;2059;339039500000000;"33 90 39 50 00 00 00";4510;82.246,67;0,00;90.000,00;-8.528,74;-30.000,00;-30.000,00;18.871,67;25.350,00;25.350,00;24.717,50;9.428,76;0,00;18.871,67;25.350,00;25.350,00;24.717,50;9.428,76;0,00
8;801;10;301;6;2059;339039580200000;"33 90 39 58 02 00 00";4510;2.348,00;0,00;0,00;0,00;0,00;-1.898,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00
8;801;10;301;6;2059;339039500000000;"33 90 39 50 00 00 00";4520;0,00;0,00;0,00;0,00;4.000,00;8.000,00;0,00;0,00;0,00;0,00;0,00;12.000,00;0,00;0,00;0,00;0,00;0,00;12.000,00
8;801;10;301;6;2059;339039050000000;"33 90 39 05 00 00 00";4520;0,00;0,00;0,00;0,00;4.800,00;-2.400,00;0,00;0,00;0,00;0,00;600,00;1.800,00;0,00;0,00;0,00;0,00;600,00;1.800,00
8;801;10;301;6;2059;339046010000000;"33 90 46 01 00 00 00";40;5.640,60;5.856,90;7.396,20;7.091,70;7.432,00;6.686,40;5.640,60;5.856,90;7.396,20;7.091,70;7.432,00;6.686,40;2.637,60;5.550,30;7.146,30;7.205,10;7.030,80;10.533,70
8;801;10;301;6;2059;339092390000000;"33 90 92 39 00 00 00";40;0,00;11.266,66;0,00;0,00;0,00;0,00;0,00;11.266,66;0,00;0,00;0,00;0,00;0,00;11.266,66;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;339330090000000;"33 93 30 09 00 00 00";4520;0,00;0,00;0,00;0,00;52.314,41;22.481,04;0,00;0,00;0,00;0,00;43.016,39;31.779,06;0,00;0,00;0,00;0,00;43.016,39;31.779,06
8;801;10;301;6;2059;449052300000000;"44 90 52 30 00 00 00";40;0,00;255,00;0,00;0,00;0,00;-255,00;0,00;255,00;0,00;0,00;0,00;-255,00;0,00;255,00;0,00;0,00;0,00;-255,00
8;801;10;301;6;2059;449052120000000;"44 90 52 12 00 00 00";40;0,00;0,00;149,89;0,00;0,00;-77,78;0,00;0,00;149,89;0,00;0,00;-77,78;0,00;0,00;0,00;149,89;0,00;-77,78
8;801;10;301;6;2059;449052420000000;"44 90 52 42 00 00 00";40;0,00;560,00;0,00;0,00;0,00;0,00;0,00;560,00;0,00;0,00;0,00;0,00;0,00;560,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;449052060000000;"44 90 52 06 00 00 00";40;0,00;0,00;288,00;0,00;0,00;-288,00;0,00;0,00;288,00;0,00;0,00;-288,00;0,00;0,00;288,00;0,00;0,00;-288,00
8;801;10;301;6;2059;449052510000000;"44 90 52 51 00 00 00";40;0,00;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;950,00;0,00;0,00;0,00;0,00;0,00;950,00;0,00;0,00
8;801;10;301;6;2059;449052350000000;"44 90 52 35 00 00 00";4510;0,00;0,00;1.290,00;0,00;0,00;0,00;0,00;0,00;1.290,00;0,00;0,00;0,00;0,00;0,00;1.290,00;0,00;0,00;0,00
8;801;10;301;6;2059;449052300000000;"44 90 52 30 00 00 00";4510;0,00;0,00;159,00;0,00;0,00;255,00;0,00;0,00;159,00;0,00;0,00;255,00;0,00;0,00;0,00;159,00;0,00;255,00
8;801;10;301;6;2059;449052120000000;"44 90 52 12 00 00 00";4510;0,00;0,00;0,00;0,00;0,00;77,78;0,00;0,00;0,00;0,00;0,00;77,78;0,00;0,00;0,00;0,00;0,00;77,78
8;801;10;301;6;2059;449052060000000;"44 90 52 06 00 00 00";4510;0,00;0,00;0,00;0,00;0,00;288,00;0,00;0,00;0,00;0,00;0,00;288,00;0,00;0,00;0,00;0,00;0,00;288,00
8;801;10;301;6;2061;319004990100000;"31 90 04 99 01 00 00";40;0,00;0,00;0,00;0,00;2.969,82;3.813,75;0,00;0,00;0,00;0,00;2.969,82;3.813,75;0,00;0,00;0,00;0,00;2.969,82;3.813,75
8;801;10;301;6;2061;319004990100000;"31 90 04 99 01 00 00";4520;0,00;0,00;989,94;1.484,91;0,00;0,00;0,00;0,00;989,94;1.484,91;0,00;0,00;0,00;0,00;989,94;1.484,91;0,00;0,00
8;801;10;301;6;2061;339030160000000;"33 90 30 16 00 00 00";4520;0,00;0,00;0,00;0,00;246,44;1.397,10;0,00;0,00;0,00;0,00;0,00;1.643,54;0,00;0,00;0,00;0,00;0,00;1.643,54
8;801;10;301;6;2061;339030230000000;"33 90 30 23 00 00 00";4520;0,00;0,00;0,00;0,00;0,00;3.414,05;0,00;0,00;0,00;0,00;0,00;3.414,05;0,00;0,00;0,00;0,00;0,00;3.414,05
8;801;10;301;6;2061;339030440000000;"33 90 30 44 00 00 00";4520;0,00;0,00;0,00;55,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00
8;801;10;301;6;2061;339039050000000;"33 90 39 05 00 00 00";40;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.200,00;1.200,00;600,00;0,00;0,00;0,00;1.200,00;1.200,00;600,00;0,00
8;801;10;301;6;2061;339039990700000;"33 90 39 99 07 00 00";40;0,00;0,00;0,00;0,00;350,00;-350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2062;339030100000000;"33 90 30 10 00 00 00";40;0,00;0,00;968,95;0,00;0,00;0,00;0,00;0,00;0,00;968,95;0,00;0,00;0,00;0,00;0,00;968,95;0,00;0,00
