nro;nro_f;uniorcam;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro;meta1bim;meta2bim;meta3bim;meta4bim;meta5bim;meta6bim;cp;rv
19280111010000000000;1.9.2.8.01.1.1.01.00.00;201;3.324,14;2.033,59;2.975,84;3.513,98;3.730,54;3.727,03;3.694,98;3.737,09;4.547,29;4.645,30;0,00;0,00;5.533,84;5.533,84;5.533,84;5.533,84;5.533,84;5.533,80;0;1
19280200000000000000;1.9.2.8.02.0.0.00.00.00;201;815,70;279,13;752,08;45.914,96;2.950,46;23.819,69;159,91;456,98;384,81;85,80;0,00;0,00;0,00;16.715,06;5.058,76;230,38;0,00;0,00;0;0
19280290000000000000;1.9.2.8.02.9.0.00.00.00;201;815,70;279,13;752,08;45.914,96;2.950,46;23.819,69;159,91;456,98;384,81;85,80;0,00;0,00;0,00;16.715,06;5.058,76;230,38;0,00;0,00;0;0
19280291000000000000;1.9.2.8.02.9.1.00.00.00;201;27,54;27,54;598,78;45.567,54;2.530,00;22.960,54;80,54;80,54;209,92;0,00;0,00;0,00;0,00;16.715,06;5.058,76;230,38;0,00;0,00;0;0
19280291020000000000;1.9.2.8.02.9.1.02.00.00;201;0,00;0,00;0,00;45.540,00;2.530,00;22.880,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.715,06;5.058,76;230,38;0,00;0,00;0;1
19280291080000000000;1.9.2.8.02.9.1.08.00.00;201;27,54;27,54;131,67;27,54;0,00;80,54;80,54;80,54;209,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280291090000000000;1.9.2.8.02.9.1.09.00.00;201;0,00;0,00;467,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280292000000000000;1.9.2.8.02.9.2.00.00.00;201;0,00;0,00;0,00;0,00;98,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
19280292020000000000;1.9.2.8.02.9.2.02.00.00;201;0,00;0,00;0,00;0,00;98,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280293000000000000;1.9.2.8.02.9.3.00.00.00;201;499,57;193,21;121,57;277,00;257,59;166,96;65,12;288,29;141,54;65,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
19280293020000000000;1.9.2.8.02.9.3.02.00.00;201;499,57;193,21;51,86;201,78;182,37;166,96;65,12;62,63;141,54;65,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280293080000000000;1.9.2.8.02.9.3.08.00.00;201;0,00;0,00;69,71;75,22;75,22;0,00;0,00;225,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280294000000000000;1.9.2.8.02.9.4.00.00.00;201;288,59;58,38;31,73;70,42;64,83;692,19;14,25;88,15;33,35;20,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
19280294020000000000;1.9.2.8.02.9.4.02.00.00;201;288,59;58,38;18,03;55,64;48,25;692,19;14,25;24,01;33,35;20,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19280294080000000000;1.9.2.8.02.9.4.08.00.00;201;0,00;0,00;13,70;14,78;16,58;0,00;0,00;64,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19900000000000000000;1.9.9.0.00.0.0.00.00.00;201;1.356,36;4.400,62;3.622,66;4.157,38;4.782,87;4.844,58;4.889,10;4.904,60;4.744,28;5.594,80;0,00;0,00;89.430,50;89.430,50;89.430,50;89.430,50;89.430,50;89.430,53;0;0
19909900000000000000;1.9.9.0.99.0.0.00.00.00;201;1.356,36;4.400,62;3.622,66;4.157,38;4.782,87;4.844,58;4.889,10;4.904,60;4.744,28;5.594,80;0,00;0,00;89.430,50;89.430,50;89.430,50;89.430,50;89.430,50;89.430,53;0;0
19909920000000000000;1.9.9.0.99.2.0.00.00.00;201;1.356,36;4.400,62;3.622,66;4.157,38;4.782,87;4.844,58;4.889,10;4.904,60;4.744,28;5.594,80;0,00;0,00;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;0;0
19909921000000000000;1.9.9.0.99.2.1.00.00.00;201;1.356,36;4.400,62;3.622,66;4.157,38;4.782,87;4.844,58;4.889,10;4.904,60;4.744,28;5.594,80;0,00;0,00;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;0;0
19909921020000000000;1.9.9.0.99.2.1.02.00.00;201;1.356,36;4.400,62;3.622,66;4.157,38;4.782,87;4.844,58;4.889,10;4.904,60;4.744,28;5.594,80;0,00;0,00;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;6.708,14;0;1
19909999000000000000;1.9.9.0.99.9.9.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;82.722,36;82.722,36;82.722,36;82.722,36;82.722,36;82.722,39;0;1
20000000000000000000;2.0.0.0.00.0.0.00.00.00;201;0,00;0,00;73.755,00;0,00;49.170,00;0,00;49.170,00;117.416,83;0,00;234.395,05;0,00;0,00;302.641,88;0,00;245.850,00;0,00;0,00;0,00;0;0
24000000000000000000;2.4.0.0.00.0.0.00.00.00;201;0,00;0,00;73.755,00;0,00;49.170,00;0,00;49.170,00;117.416,83;0,00;234.395,05;0,00;0,00;302.641,88;0,00;245.850,00;0,00;0,00;0,00;0;0
24100000000000000000;2.4.1.0.00.0.0.00.00.00;201;0,00;0,00;73.755,00;0,00;49.170,00;0,00;49.170,00;117.416,83;0,00;234.395,05;0,00;0,00;302.641,88;0,00;245.850,00;0,00;0,00;0,00;0;0
24180000000000000000;2.4.1.8.00.0.0.00.00.00;201;0,00;0,00;73.755,00;0,00;49.170,00;0,00;49.170,00;117.416,83;0,00;234.395,05;0,00;0,00;302.641,88;0,00;245.850,00;0,00;0,00;0,00;0;0
24181000000000000000;2.4.1.8.10.0.0.00.00.00;201;0,00;0,00;73.755,00;0,00;49.170,00;0,00;49.170,00;117.416,83;0,00;234.395,05;0,00;0,00;302.641,88;0,00;245.850,00;0,00;0,00;0,00;0;0
24181070000000000000;2.4.1.8.10.7.0.00.00.00;201;0,00;0,00;73.755,00;0,00;0,00;0,00;49.170,00;0,00;0,00;49.170,00;0,00;0,00;0,00;0,00;245.850,00;0,00;0,00;0,00;0;0
24181071010000000000;2.4.1.8.10.7.1.01.00.00;201;0,00;0,00;73.755,00;0,00;0,00;0,00;49.170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1200
24181071020000000000;2.4.1.8.10.7.1.02.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49.170,00;0,00;0,00;0,00;0,00;245.850,00;0,00;0,00;0,00;0;1203
24181090000000000000;2.4.1.8.10.9.0.00.00.00;201;0,00;0,00;0,00;0,00;49.170,00;0,00;0,00;117.416,83;0,00;185.225,05;0,00;0,00;302.641,88;0,00;0,00;0,00;0,00;0,00;0;0
24181091000000000000;2.4.1.8.10.9.1.00.00.00;201;0,00;0,00;0,00;0,00;49.170,00;0,00;0,00;117.416,83;0,00;185.225,05;0,00;0,00;302.641,88;0,00;0,00;0,00;0,00;0,00;0;0
24181091010000000000;2.4.1.8.10.9.1.01.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;185.225,05;0,00;0,00;185.225,05;0,00;0,00;0,00;0,00;0,00;0;1206
24181091020000000000;2.4.1.8.10.9.1.02.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117.416,83;0,00;0,00;0,00;0,00;117.416,83;0,00;0,00;0,00;0,00;0,00;0;1207
24181091030000000000;2.4.1.8.10.9.1.03.00.00;201;0,00;0,00;0,00;0,00;49.170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1022
70000000000000000000;7.0.0.0.00.0.0.00.00.00;201;134.261,88;210.122,69;179.556,92;181.568,54;187.742,39;185.698,15;185.962,63;186.851,86;184.833,81;187.688,52;0,00;0,00;399.228,22;399.228,22;399.228,22;399.228,22;399.228,22;587.512,25;0;0
72000000000000000000;7.2.0.0.00.0.0.00.00.00;201;134.261,88;210.122,69;179.556,92;181.568,54;187.742,39;185.698,15;185.962,63;186.851,86;184.833,81;187.688,52;0,00;0,00;399.228,22;399.228,22;399.228,22;399.228,22;399.228,22;587.512,25;0;0
72100000000000000000;7.2.1.0.00.0.0.00.00.00;201;134.261,88;210.122,69;179.556,92;181.568,54;187.742,39;185.698,15;185.962,63;186.851,86;184.833,81;187.688,52;0,00;0,00;399.228,22;399.228,22;399.228,22;399.228,22;399.228,22;587.512,25;0;0
72180000000000000000;7.2.1.8.00.0.0.00.00.00;201;134.261,88;210.122,69;179.556,92;181.568,54;187.742,39;185.698,15;185.962,63;186.851,86;184.833,81;187.688,52;0,00;0,00;399.228,22;399.228,22;399.228,22;399.228,22;399.228,22;587.512,25;0;0
72180300000000000000;7.2.1.8.03.0.0.00.00.00;1201;0,00;210.122,69;179.556,92;181.568,54;187.742,39;185.698,15;185.962,63;186.851,86;184.833,81;187.688,52;0,00;0,00;376.540,00;376.540,00;376.540,00;376.540,00;376.540,00;564.824,00;0;0
72180310000000000000;7.2.1.8.03.1.0.00.00.00;1201;0,00;210.122,69;179.556,92;181.568,54;187.672,83;185.312,82;185.577,30;186.466,53;184.448,48;187.303,19;0,00;0,00;376.540,00;376.540,00;376.540,00;376.540,00;376.540,00;564.824,00;0;0
72180311000000000000;7.2.1.8.03.1.1.00.00.00;1201;0,00;210.122,69;179.556,92;181.568,54;187.672,83;185.312,82;185.577,30;186.466,53;184.448,48;187.303,19;0,00;0,00;376.540,00;376.540,00;376.540,00;376.540,00;376.540,00;564.824,00;0;0
72180311010000000000;7.2.1.8.03.1.1.01.00.00;1201;0,00;91.660,69;78.327,12;79.204,66;81.828,28;80.620,81;80.736,17;81.124,05;80.243,71;81.488,99;0,00;0,00;164.256,00;164.256,00;164.256,00;164.256,00;164.256,00;246.390,00;0;50
72180311020000000000;7.2.1.8.03.1.1.02.00.00;1201;0,00;118.462,00;101.229,80;102.363,88;105.844,55;104.692,01;104.841,13;105.342,48;104.204,77;105.814,20;0,00;0,00;212.284,00;212.284,00;212.284,00;212.284,00;212.284,00;318.434,00;0;50
72180330000000000000;7.2.1.8.03.3.0.00.00.00;201;0,00;0,00;0,00;0,00;69,56;385,33;385,33;385,33;385,33;385,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
72180331000000000000;7.2.1.8.03.3.1.00.00.00;1201;0,00;0,00;0,00;0,00;69,56;385,33;385,33;385,33;385,33;385,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;50
72180400000000000000;7.2.1.8.04.0.0.00.00.00;1201;134.261,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.688,22;22.688,22;22.688,22;22.688,22;22.688,22;22.688,25;0;0
72180410000000000000;7.2.1.8.04.1.0.00.00.00;1201;134.261,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.688,22;22.688,22;22.688,22;22.688,22;22.688,22;22.688,25;0;0
72180411000000000000;7.2.1.8.04.1.1.00.00.00;1201;134.261,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.688,22;22.688,22;22.688,22;22.688,22;22.688,22;22.688,25;0;50
90000000000000000000;9.0.0.0.0.00.0.0.00.00.00;201;-327.551,95;-300.585,86;-281.510,16;-342.168,05;-317.704,23;-319.024,64;-268.011,12;-306.876,36;-259.915,62;-288.675,61;0,00;0,00;-610.033,94;-604.044,53;-658.598,97;-537.793,57;-516.092,79;-723.953,92;0;0
91000000000000000000;9.1.0.0.0.00.0.0.00.00.00;201;-327.551,95;-300.585,86;-281.510,16;-342.168,05;-317.704,23;-319.024,64;-268.011,12;-306.876,36;-259.915,62;-288.675,61;0,00;0,00;-610.033,94;-604.044,53;-658.598,97;-537.793,57;-516.092,79;-723.953,92;0;0
91100000000000000000;9.1.1.0.0.00.0.0.00.00.00;201;-17.760,00;0,00;-6.542,31;-9.470,08;-17.584,93;-48.314,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91110000000000000000;9.1.1.1.0.00.0.0.00.00.00;201;-17.760,00;0,00;-6.542,31;-9.470,08;-17.584,93;-48.314,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91118000000000000000;9.1.1.1.8.00.0.0.00.00.00;201;-17.760,00;0,00;-6.542,31;-9.470,08;-17.584,93;-48.314,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91118010000000000000;9.1.1.1.8.01.0.0.00.00.00;201;-17.760,00;0,00;-6.542,31;-9.470,08;-17.584,93;-48.314,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91118011000000000000;9.1.1.1.8.01.1.0.00.00.00;201;0,00;0,00;-6.542,31;-9.470,08;-17.584,93;-41.876,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91118011100000000000;9.1.1.1.8.01.1.1.00.00.00;201;0,00;0,00;-6.542,31;-9.470,08;-17.584,93;-41.876,12;0,00;0,00;0,00;0,00;0,00;0,00;-148,63;-15.166,19;-49.685,18;0,00;0,00;0,00;0;0
91118011101000000000;9.1.1.1.8.01.1.1.01.00.00;201;0,00;0,00;-3.925,15;-5.681,81;-10.550,47;-25.125,08;0,00;0,00;0,00;0,00;0,00;0,00;-89,19;-9.099,72;-29.811,09;0,00;0,00;0,00;103;1
91118011102000000000;9.1.1.1.8.01.1.1.02.00.00;201;0,00;0,00;-1.635,76;-2.367,72;-4.396,58;-10.469,48;0,00;0,00;0,00;0,00;0,00;0,00;-37,15;-3.791,54;-12.421,31;0,00;0,00;0,00;103;20
91118011103000000000;9.1.1.1.8.01.1.1.03.00.00;201;0,00;0,00;-981,40;-1.420,55;-2.637,88;-6.281,56;0,00;0,00;0,00;0,00;0,00;0,00;-22,29;-2.274,93;-7.452,78;0,00;0,00;0,00;103;40
91118014000000000000;9.1.1.1.8.01.4.0.00.00.00;201;-17.760,00;0,00;0,00;0,00;0,00;-6.438,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91118014100000000000;9.1.1.1.8.01.4.1.00.00.00;201;-17.760,00;0,00;0,00;0,00;0,00;-6.438,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91118014101000000000;9.1.1.1.8.01.4.1.01.00.00;201;0,00;0,00;0,00;0,00;0,00;-3.862,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108;1
91118014101000000000;9.1.1.1.8.01.4.1.01.00.00;201;-10.656,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1
91118014102000000000;9.1.1.1.8.01.4.1.02.00.00;201;0,00;0,00;0,00;0,00;0,00;-1.609,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108;20
91118014102000000000;9.1.1.1.8.01.4.1.02.00.00;201;-4.440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;20
91118014103000000000;9.1.1.1.8.01.4.1.03.00.00;201;0,00;0,00;0,00;0,00;0,00;-965,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108;40
91118014103000000000;9.1.1.1.8.01.4.1.03.00.00;201;-2.664,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;40
91300000000000000000;9.1.3.0.0.00.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-47.883,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91320000000000000000;9.1.3.2.0.00.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-47.883,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91321000000000000000;9.1.3.2.1.00.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-47.883,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91321004000000000000;9.1.3.2.1.00.4.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-47.883,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91321004100000000000;9.1.3.2.1.00.4.1.00.00.00;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-47.883,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
91321004101000000000;9.1.3.2.1.00.4.1.01.00.00;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-18.024,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;50
91321004102000000000;9.1.3.2.1.00.4.1.02.00.00;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-22.770,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;50
91321004103000000000;9.1.3.2.1.00.4.1.03.00.00;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-7.088,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;50
91700000000000000000;9.1.7.0.0.00.0.0.00.00.00;201;-309.791,95;-300.585,86;-274.967,85;-332.697,97;-300.119,30;-270.710,52;-268.011,12;-258.992,45;-259.915,62;-288.675,61;0,00;0,00;-609.885,31;-588.878,34;-608.913,79;-537.793,57;-516.092,79;-723.953,92;0;0
91710000000000000000;9.1.7.1.0.00.0.0.00.00.00;201;-155.252,15;-169.806,24;-127.098,30;-124.020,74;-159.235,76;-125.640,38;-103.102,83;-125.423,02;-115.492,37;-113.939,98;0,00;0,00;-336.413,99;-258.153,20;-319.827,12;-241.861,91;-244.523,91;-391.124,08;0;0
91718000000000000000;9.1.7.1.8.00.0.0.00.00.00;201;-155.252,15;-169.806,24;-127.098,30;-124.020,74;-159.235,76;-125.640,38;-103.102,83;-125.423,02;-115.492,37;-113.939,98;0,00;0,00;-336.413,99;-258.153,20;-319.827,12;-241.861,91;-244.523,91;-391.124,08;0;0
91718010000000000000;9.1.7.1.8.01.0.0.00.00.00;201;-155.252,15;-169.806,24;-127.098,30;-124.020,74;-159.235,76;-125.640,38;-103.102,83;-125.423,02;-115.492,37;-113.939,98;0,00;0,00;-334.749,13;-256.488,34;-318.162,26;-240.197,05;-242.859,05;-389.459,26;0;0
91718012000000000000;9.1.7.1.8.01.2.0.00.00.00;201;-154.536,32;-169.748,88;-127.098,30;-123.998,38;-159.130,32;-125.346,59;-103.093,16;-125.118,35;-111.373,78;-102.534,03;0,00;0,00;-334.453,92;-256.388,33;-317.354,69;-240.114,27;-233.501,43;-387.320,16;0;0
91718012100000000000;9.1.7.1.8.01.2.1.00.00.00;201;-154.536,32;-169.748,88;-127.098,30;-123.998,38;-159.130,32;-125.346,59;-103.093,16;-125.118,35;-111.373,78;-102.534,03;0,00;0,00;-334.453,92;-256.388,33;-317.354,69;-240.114,27;-233.501,43;-387.320,16;0;0
91718012104000000000;9.1.7.1.8.01.2.1.04.00.00;201;-154.536,32;-169.748,88;-127.098,30;-123.998,38;-159.130,32;-125.346,59;-103.093,16;-125.118,35;-111.373,78;-102.534,03;0,00;0,00;-334.453,92;-256.388,33;-317.354,69;-240.114,27;-233.501,43;-387.320,16;105;31
91718015000000000000;9.1.7.1.8.01.5.0.00.00.00;201;-715,83;-57,36;0,00;-22,36;-105,44;-293,79;-9,67;-304,67;-4.118,59;-11.405,95;0,00;0,00;-295,21;-100,01;-807,57;-82,78;-9.357,62;-2.139,10;0;0
91718015100000000000;9.1.7.1.8.01.5.1.00.00.00;201;-715,83;-57,36;0,00;-22,36;-105,44;-293,79;-9,67;-304,67;-4.118,59;-11.405,95;0,00;0,00;-295,21;-100,01;-807,57;-82,78;-9.357,62;-2.139,10;0;0
91718015104000000000;9.1.7.1.8.01.5.1.04.00.00;201;-715,83;-57,36;0,00;-22,36;-105,44;-293,79;-9,67;-304,67;-4.118,59;-11.405,95;0,00;0,00;-295,21;-100,01;-807,57;-82,78;-9.357,62;-2.139,10;105;31
91718060000000000000;9.1.7.1.8.06.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,82;0;0
91718061000000000000;9.1.7.1.8.06.1.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,82;0;0
91718061100000000000;9.1.7.1.8.06.1.1.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,82;0;0
91718061104000000000;9.1.7.1.8.06.1.1.04.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,86;-1.664,82;105;31
91720000000000000000;9.1.7.2.0.00.0.0.00.00.00;201;-154.539,80;-130.779,62;-147.869,55;-208.677,23;-140.883,54;-145.070,14;-164.908,29;-133.569,43;-144.423,25;-174.735,63;0,00;0,00;-273.471,32;-330.725,14;-289.086,67;-295.931,66;-271.568,88;-332.829,84;0;0
91728000000000000000;9.1.7.2.8.00.0.0.00.00.00;201;-154.539,80;-130.779,62;-147.869,55;-208.677,23;-140.883,54;-145.070,14;-164.908,29;-133.569,43;-144.423,25;-174.735,63;0,00;0,00;-273.471,32;-330.725,14;-289.086,67;-295.931,66;-271.568,88;-332.829,84;0;0
91728010000000000000;9.1.7.2.8.01.0.0.00.00.00;201;-154.539,80;-130.779,62;-147.869,55;-208.677,23;-140.883,54;-145.070,14;-164.908,29;-133.569,43;-144.423,25;-174.735,63;0,00;0,00;-273.471,32;-330.725,14;-289.086,67;-295.931,66;-271.568,88;-332.829,84;0;0
91728011000000000000;9.1.7.2.8.01.1.0.00.00.00;201;-123.764,35;-122.029,31;-135.346,60;-171.874,97;-124.529,49;-138.401,63;-159.918,85;-128.472,48;-141.279,11;-170.963,19;0,00;0,00;-233.108,60;-276.731,65;-270.109,25;-287.560,67;-264.576,08;-315.388,38;0;0
91728011100000000000;9.1.7.2.8.01.1.1.00.00.00;201;-123.764,35;-122.029,31;-135.346,60;-171.874,97;-124.529,49;-138.401,63;-159.918,85;-128.472,48;-141.279,11;-170.963,19;0,00;0,00;-233.108,60;-276.731,65;-270.109,25;-287.560,67;-264.576,08;-315.388,38;0;0
91728011104000000000;9.1.7.2.8.01.1.1.04.00.00;201;-123.764,35;-122.029,31;-135.346,60;-171.874,97;-124.529,49;-138.401,63;-159.918,85;-128.472,48;-141.279,11;-170.963,19;0,00;0,00;-233.108,60;-276.731,65;-270.109,25;-287.560,67;-264.576,08;-315.388,38;105;31
91728012000000000000;9.1.7.2.8.01.2.0.00.00.00;201;-28.250,30;-6.853,49;-10.436,68;-34.433,32;-14.360,92;-4.493,88;-2.669,34;-3.191,22;-1.340,09;-770,94;0,00;0,00;-36.143,56;-49.774,33;-14.758,26;-4.151,83;-2.773,64;-13.222,26;0;0
91728012100000000000;9.1.7.2.8.01.2.1.00.00.00;201;-28.250,30;-6.853,49;-10.436,68;-34.433,32;-14.360,92;-4.493,88;-2.669,34;-3.191,22;-1.340,09;-770,94;0,00;0,00;-36.143,56;-49.774,33;-14.758,26;-4.151,83;-2.773,64;-13.222,26;0;0
91728012104000000000;9.1.7.2.8.01.2.1.04.00.00;201;-28.250,30;-6.853,49;-10.436,68;-34.433,32;-14.360,92;-4.493,88;-2.669,34;-3.191,22;-1.340,09;-770,94;0,00;0,00;-36.143,56;-49.774,33;-14.758,26;-4.151,83;-2.773,64;-13.222,26;105;31
91728013000000000000;9.1.7.2.8.01.3.0.00.00.00;201;-2.525,15;-1.896,82;-2.086,27;-2.368,94;-1.993,13;-2.174,63;-2.320,10;-1.905,73;-1.804,05;-3.001,50;0,00;0,00;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,20;0;0
91728013100000000000;9.1.7.2.8.01.3.1.00.00.00;201;-2.525,15;-1.896,82;-2.086,27;-2.368,94;-1.993,13;-2.174,63;-2.320,10;-1.905,73;-1.804,05;-3.001,50;0,00;0,00;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,20;0;0
91728013104000000000;9.1.7.2.8.01.3.1.04.00.00;201;-2.525,15;-1.896,82;-2.086,27;-2.368,94;-1.993,13;-2.174,63;-2.320,10;-1.905,73;-1.804,05;-3.001,50;0,00;0,00;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,16;-4.219,20;105;31
