orgao;uniorcam;funcao;subfuncao;programa;projativ;elemento;elemento_f;rv;dot_inicial;atualiz_monet;cred_suplem;cred_especial;cred_extraord;reducoes;suplem_rv;reduc_rv;empenhado;liquidado;pago;limitado;recomposto;prev_ate_termino
6;603;26;782;17;2111;339030;"33 90 30";1;300.000,00;0,00;161.850,00;0,00;0,00;1.000,00;0,00;0,00;456.018,93;381.413,66;380.765,67;0,00;0,00;460.850,00
6;603;26;782;17;2111;339030;"33 90 30";1018;9.314,56;0,00;200,00;0,00;0,00;300,00;0,00;0,00;9.208,05;7.051,72;7.051,72;0,00;0,00;9.214,56
6;603;26;782;17;2111;339036;"33 90 36";1;0,00;0,00;0,00;30.000,00;0,00;0,00;0,00;0,00;30.000,00;30.000,00;30.000,00;0,00;0,00;30.000,00
6;603;26;782;17;2111;339039;"33 90 39";1;140.685,44;0,00;64.000,00;0,00;0,00;31.850,00;0,00;0,00;172.149,21;150.078,09;150.078,09;0,00;0,00;172.835,44
6;604;26;782;10;1123;449052;"44 90 52";1;30.000,00;0,00;71.000,00;0,00;0,00;21.000,00;0,00;0,00;80.000,00;80.000,00;80.000,00;0,00;0,00;80.000,00
6;604;26;782;10;2035;339030;"33 90 30";1;40.000,00;0,00;4.000,00;0,00;0,00;15.000,00;0,00;0,00;27.769,28;19.018,70;19.018,70;0,00;0,00;29.000,00
6;604;26;782;10;2035;339039;"33 90 39";1;30.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;8.748,29;5.730,59;5.730,59;0,00;0,00;10.000,00
7;701;15;122;1;2038;319011;"31 90 11";1;555.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;414.176,55;414.176,55;414.176,55;0,00;0,00;535.000,00
7;701;15;122;1;2038;319013;"31 90 13";1;0,00;0,00;24.000,00;0,00;0,00;5.000,00;0,00;0,00;13.500,22;13.500,22;11.688,69;0,00;0,00;19.000,00
7;701;15;122;1;2038;319016;"31 90 16";1;12.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.143,36;10.143,36;10.143,36;0,00;0,00;12.600,00
7;701;15;122;1;2038;319094;"31 90 94";1;500,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;2.556,35;2.556,35;2.556,35;0,00;0,00;3.500,00
7;701;15;122;1;2038;319113;"31 91 13";1;71.586,00;0,00;24.000,00;0,00;0,00;24.000,00;0,00;0,00;54.510,40;54.510,40;48.984,46;0,00;0,00;71.586,00
7;701;15;122;1;2038;339014;"33 90 14";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.744,86;1.744,86;1.744,86;0,00;0,00;3.000,00
7;701;15;122;1;2038;339030;"33 90 30";1;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.164,05;3.968,63;3.968,63;0,00;0,00;15.000,00
7;701;15;122;1;2038;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
7;701;15;122;1;2038;339039;"33 90 39";1;9.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.574,17;3.475,42;3.412,08;0,00;0,00;9.000,00
7;701;15;122;1;2038;339040;"33 90 40";1;1.000,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;1.675,20;1.263,30;1.263,30;0,00;0,00;2.000,00
7;701;15;122;1;2038;339093;"33 90 93";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
7;701;15;122;1;2038;449052;"44 90 52";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;230,00;230,00;230,00;0,00;0,00;500,00
7;701;15;331;1;26;339046;"33 90 46";1;70.953,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70.129,76;70.129,76;60.009,76;0,00;0,00;70.953,00
7;702;14;422;11;2039;339030;"33 90 30";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
7;702;14;422;11;2039;339039;"33 90 39";1;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00;5.000,00
7;702;15;451;17;1041;449030;"44 90 30";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;451;17;1041;449039;"44 90 39";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;451;17;1041;449051;"44 90 51";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;451;17;1124;449051;"44 90 51";1;50.000,00;0,00;28.000,00;0,00;0,00;7.000,00;0,00;0,00;68.196,28;7.101,34;7.101,34;0,00;0,00;71.000,00
7;702;15;451;17;1314;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.457,07;0,00;0,00;0,00;0,00;15.500,00
7;702;15;451;17;1316;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.500,00
7;702;15;451;17;1317;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.457,07;0,00;0,00;0,00;0,00;15.500,00
7;702;15;451;17;1318;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.457,07;0,00;0,00;0,00;0,00;15.500,00
7;702;15;451;17;1319;449051;"44 90 51";1;7.250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.266,38;0,00;0,00;0,00;0,00;7.250,00
7;702;15;451;17;2040;339030;"33 90 30";1;45.000,00;0,00;21.500,00;0,00;0,00;30.000,00;0,00;0,00;35.607,49;35.607,49;35.607,49;0,00;0,00;36.500,00
7;702;15;451;17;2040;339039;"33 90 39";1;50.000,00;0,00;0,00;0,00;0,00;11.000,00;0,00;0,00;14.400,00;12.060,00;12.060,00;0,00;0,00;39.000,00
7;702;15;451;17;2041;339030;"33 90 30";1;3.000,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;7.897,52;7.825,02;7.236,63;0,00;0,00;8.000,00
7;702;15;451;17;2041;339039;"33 90 39";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.920,00;1.829,68;1.434,02;0,00;0,00;3.000,00
7;702;15;452;10;1044;339030;"33 90 30";1;25.000,00;0,00;0,00;0,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;452;10;1044;339039;"33 90 39";1;20.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;452;10;1044;449052;"44 90 52";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7;702;15;452;10;1057;449030;"44 90 30";1;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.000,00
7;702;15;452;10;1057;449039;"44 90 39";1;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.000,00
7;702;15;452;10;2042;339030;"33 90 30";1;20.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00
7;702;15;452;10;2042;339039;"33 90 39";1;270.000,00;0,00;13.500,00;0,00;0,00;15.000,00;0,00;0,00;261.517,76;195.836,67;195.836,67;0,00;0,00;268.500,00
7;702;15;452;10;2042;449052;"44 90 52";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;410,00;410,00;410,00;0,00;0,00;500,00
7;702;15;452;10;2043;339030;"33 90 30";1;50.000,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;71.769,13;46.838,26;46.838,26;0,00;0,00;80.000,00
7;702;15;452;10;2043;339039;"33 90 39";1;55.000,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;30.322,20;8.995,40;8.995,40;0,00;0,00;53.500,00
7;702;15;452;10;2043;449052;"44 90 52";1;500,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.700,00;1.700,00;1.700,00;0,00;0,00;2.000,00
7;702;15;452;10;2044;339030;"33 90 30";1;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00
7;702;15;452;10;2044;339039;"33 90 39";1;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00
7;702;15;452;17;2045;339030;"33 90 30";1;90.000,00;0,00;0,00;0,00;0,00;48.000,00;0,00;0,00;30.476,00;23.292,16;23.292,16;0,00;0,00;42.000,00
7;702;15;452;17;2045;339039;"33 90 39";1;200.000,00;0,00;154.000,00;0,00;0,00;47.500,00;0,00;0,00;283.138,68;225.421,51;225.421,51;0,00;0,00;306.500,00
7;702;17;512;17;2046;339030;"33 90 30";1;20.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;8.420,00;6.120,00;6.120,00;0,00;0,00;10.000,00
7;702;17;512;17;2046;339039;"33 90 39";1;24.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;1.300,00;1.300,00;1.300,00;0,00;0,00;14.000,00
7;702;27;813;3;1120;339030;"33 90 30";1;25.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.000,00
7;702;27;813;3;1120;339039;"33 90 39";1;25.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;1.900,00;0,00;0,00;0,00;0,00;15.000,00
7;703;26;782;2;2047;339030;"33 90 30";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
7;703;26;782;2;2047;339030;"33 90 30";1114;78,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,50;52,50;52,50;0,00;0,00;78,46
7;703;26;782;2;2047;339031;"33 90 31";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
7;703;26;782;2;2047;339039;"33 90 39";1;421,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;421,54
7;703;26;782;18;2048;339030;"33 90 30";1;15.000,00;0,00;4.300,00;0,00;0,00;4.000,00;0,00;0,00;15.031,00;10.170,00;10.170,00;0,00;0,00;15.300,00
7;703;26;782;18;2048;339039;"33 90 39";1;10.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;526,00;526,00;526,00;0,00;0,00;5.000,00
8;801;10;122;5;2049;319011;"31 90 11";40;327.780,00;0,00;0,00;0,00;0,00;36.500,00;0,00;0,00;222.880,95;222.880,95;222.880,95;0,00;0,00;291.280,00
8;801;10;122;5;2049;319013;"31 90 13";40;34.890,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28.297,42;28.297,42;25.473,49;0,00;0,00;34.890,00
8;801;10;122;5;2049;319016;"31 90 16";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;122;5;2049;319094;"31 90 94";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;122;5;2049;319113;"31 91 13";40;5.400,00;0,00;12.000,00;0,00;0,00;0,00;0,00;0,00;13.131,60;13.131,60;11.884,19;0,00;0,00;17.400,00
8;801;10;122;5;2049;339014;"33 90 14";40;5.000,00;0,00;4.500,00;0,00;0,00;0,00;0,00;0,00;7.563,39;7.563,39;7.563,39;0,00;0,00;9.500,00
8;801;10;122;5;2049;339014;"33 90 14";4504;0,00;0,00;5.000,00;0,00;0,00;3.150,00;0,00;0,00;1.811,29;1.811,29;1.811,29;0,00;0,00;1.850,00
8;801;10;122;5;2049;339030;"33 90 30";40;5.000,00;0,00;25.500,00;0,00;0,00;12.960,00;0,00;0,00;17.389,87;7.355,57;7.205,57;0,00;0,00;17.540,00
8;801;10;122;5;2049;339036;"33 90 36";40;500,00;0,00;0,00;0,00;0,00;480,00;0,00;0,00;14,40;14,40;14,40;0,00;0,00;20,00
8;801;10;122;5;2049;339039;"33 90 39";40;10.000,00;0,00;15.340,00;0,00;0,00;0,00;0,00;0,00;25.209,48;21.780,50;21.631,40;0,00;0,00;25.340,00
8;801;10;122;5;2049;339039;"33 90 39";4504;0,00;0,00;9.150,00;0,00;0,00;3.900,00;0,00;0,00;5.250,00;5.250,00;5.250,00;0,00;0,00;5.250,00
8;801;10;122;5;2049;339040;"33 90 40";40;5.000,00;0,00;7.100,00;0,00;0,00;4.260,00;0,00;0,00;7.738,44;6.176,41;6.176,41;0,00;0,00;7.840,00
8;801;10;122;5;2049;339040;"33 90 40";4504;0,00;0,00;3.900,00;0,00;0,00;0,00;0,00;0,00;3.900,00;3.900,00;3.900,00;0,00;0,00;3.900,00
8;801;10;122;5;2049;339093;"33 90 93";40;1.000,00;0,00;0,00;0,00;0,00;54,06;0,00;0,00;855,00;855,00;855,00;0,00;0,00;945,94
8;801;10;122;5;2049;449052;"44 90 52";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;1072;449052;"44 90 52";4931;0,00;0,00;0,00;32.912,88;0,00;0,00;0,00;0,00;32.634,00;32.634,00;32.634,00;0,00;0,00;32.912,88
8;801;10;301;6;1073;449052;"44 90 52";4931;0,00;0,00;0,00;72.276,91;0,00;0,00;0,00;0,00;71.262,92;57.270,42;57.270,42;0,00;0,00;72.276,91
8;801;10;301;6;1129;449051;"44 90 51";40;0,00;0,00;13.700,00;0,00;0,00;0,00;0,00;0,00;13.360,71;0,00;0,00;0,00;0,00;13.700,00
8;801;10;301;6;1129;449051;"44 90 51";4303;0,00;0,00;1.770,02;46.502,31;0,00;0,00;0,00;0,00;44.729,35;0,00;0,00;0,00;0,00;48.272,33
8;801;10;301;6;1312;339030;"33 90 30";40;7.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.837,76;6.837,76;6.837,76;0,00;0,00;7.000,00
8;801;10;301;6;1312;339039;"33 90 39";40;8.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.500,00;7.710,66;7.710,66;0,00;0,00;8.500,00
8;801;10;301;6;1321;339030;"33 90 30";40;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;741,48;741,48;741,48;0,00;0,00;1.000,00
8;801;10;301;6;1321;339039;"33 90 39";40;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;850,00;850,00;850,00;0,00;0,00;1.000,00
8;801;10;301;6;2050;339030;"33 90 30";40;4.000,00;0,00;200,00;0,00;0,00;1.000,00;0,00;0,00;3.115,48;2.896,23;2.701,73;0,00;0,00;3.200,00
8;801;10;301;6;2050;339031;"33 90 31";40;3.000,00;0,00;0,00;0,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2050;339032;"33 90 32";40;2.000,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2050;339039;"33 90 39";40;2.000,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2051;339030;"33 90 30";40;1.500,00;0,00;0,00;0,00;0,00;1.480,00;0,00;0,00;14,99;14,99;14,99;0,00;0,00;20,00
8;801;10;301;6;2051;339039;"33 90 39";40;1.500,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2052;319004;"31 90 04";40;12.000,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;11.904,00;11.904,00;11.904,00;0,00;0,00;17.000,00
8;801;10;301;6;2052;339030;"33 90 30";40;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2052;339039;"33 90 39";40;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2052;449052;"44 90 52";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2053;339030;"33 90 30";40;1.000,00;0,00;0,00;0,00;0,00;900,00;0,00;0,00;84,00;46,20;46,20;0,00;0,00;100,00
8;801;10;301;6;2053;339032;"33 90 32";40;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;868,00;868,00;868,00;0,00;0,00;1.000,00
8;801;10;301;6;2053;339039;"33 90 39";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2054;339030;"33 90 30";40;1.000,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2054;339032;"33 90 32";40;1.000,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2054;339039;"33 90 39";40;500,00;0,00;54,06;0,00;0,00;500,00;0,00;0,00;54,06;0,00;0,00;0,00;0,00;54,06
8;801;10;301;6;2054;339039;"33 90 39";4500;0,00;0,00;1.445,94;0,00;0,00;0,00;0,00;0,00;1.445,94;0,00;0,00;0,00;0,00;1.445,94
8;801;10;301;6;2055;339030;"33 90 30";40;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2055;339039;"33 90 39";40;7.000,00;0,00;0,00;0,00;0,00;7.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2056;319011;"31 90 11";40;15.700,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;17.658,12;17.658,12;17.658,12;0,00;0,00;18.700,00
8;801;10;301;6;2056;319011;"31 90 11";4160;28.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.027,34;16.027,34;16.027,34;0,00;0,00;28.000,00
8;801;10;301;6;2056;319016;"31 90 16";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2056;319094;"31 90 94";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2056;319113;"31 91 13";40;5.975,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.608,17;4.608,17;4.118,81;0,00;0,00;5.975,00
8;801;10;301;6;2056;339014;"33 90 14";40;2.000,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2056;339030;"33 90 30";40;4.000,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2056;339039;"33 90 39";40;2.325,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;325,00
8;801;10;301;6;2057;319004;"31 90 04";40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2057;319011;"31 90 11";40;203.190,00;0,00;0,00;0,00;0,00;40.000,00;0,00;0,00;116.107,47;116.107,47;116.107,47;0,00;0,00;163.190,00
8;801;10;301;6;2057;319011;"31 90 11";4500;0,00;0,00;49.975,00;0,00;0,00;0,00;0,00;0,00;45.540,06;45.540,06;45.540,06;0,00;0,00;49.975,00
8;801;10;301;6;2057;319016;"31 90 16";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2057;319094;"31 90 94";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2057;319113;"31 91 13";40;23.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.334,32;19.334,32;17.054,71;0,00;0,00;23.900,00
8;801;10;301;6;2057;339014;"33 90 14";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2057;339030;"33 90 30";40;30.000,00;0,00;0,00;0,00;0,00;16.100,00;0,00;0,00;11.358,06;10.814,49;10.814,49;0,00;0,00;13.900,00
8;801;10;301;6;2057;339036;"33 90 36";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2057;339039;"33 90 39";40;15.000,00;0,00;0,00;0,00;0,00;12.600,00;0,00;0,00;790,00;790,00;790,00;0,00;0,00;2.400,00
8;801;10;301;6;2057;449052;"44 90 52";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;319004;"31 90 04";40;20.000,00;0,00;0,00;0,00;0,00;9.000,00;0,00;0,00;10.805,00;10.805,00;10.805,00;0,00;0,00;11.000,00
8;801;10;301;6;2058;319004;"31 90 04";4500;0,00;0,00;3.300,00;0,00;0,00;0,00;0,00;0,00;3.142,43;3.142,43;3.142,43;0,00;0,00;3.300,00
8;801;10;301;6;2058;319011;"31 90 11";40;345.000,00;0,00;0,00;0,00;0,00;296.100,00;0,00;0,00;34.241,07;34.241,07;34.241,07;0,00;0,00;48.900,00
8;801;10;301;6;2058;319011;"31 90 11";4500;0,00;0,00;267.000,00;0,00;0,00;0,00;0,00;0,00;234.981,06;234.981,06;234.981,06;0,00;0,00;267.000,00
8;801;10;301;6;2058;319013;"31 90 13";40;102.110,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78.074,32;78.074,32;71.663,55;0,00;0,00;102.110,00
8;801;10;301;6;2058;319016;"31 90 16";40;2.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.500,00
8;801;10;301;6;2058;319094;"31 90 94";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;339014;"33 90 14";40;1.200,00;0,00;0,00;0,00;0,00;700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2058;339030;"33 90 30";40;3.000,00;0,00;0,00;0,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;339036;"33 90 36";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;339039;"33 90 39";40;1.500,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;339040;"33 90 40";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2058;449052;"44 90 52";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;319011;"31 90 11";40;230.960,94;0,00;0,00;0,00;0,00;60.000,00;0,00;0,00;122.050,68;122.050,68;122.050,68;0,00;0,00;170.960,94
8;801;10;301;6;2059;319011;"31 90 11";4011;117.244,95;0,00;0,00;0,00;0,00;110.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.244,95
8;801;10;301;6;2059;319011;"31 90 11";4090;194.931,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76.133,43;76.133,43;76.133,43;0,00;0,00;194.931,15
8;801;10;301;6;2059;319011;"31 90 11";4500;602.862,96;0,00;0,00;0,00;0,00;273.675,00;0,00;0,00;317.036,56;317.036,56;317.036,56;0,00;0,00;329.187,96
8;801;10;301;6;2059;319013;"31 90 13";40;4.425,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.803,03;2.803,03;2.803,03;0,00;0,00;4.425,00
8;801;10;301;6;2059;319016;"31 90 16";40;1.500,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;1.508,47;1.508,47;1.508,47;0,00;0,00;1.700,00
8;801;10;301;6;2059;319094;"31 90 94";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2059;319113;"31 91 13";40;150.000,00;0,00;0,00;0,00;0,00;67.000,00;0,00;0,00;58.420,49;58.420,49;53.277,26;0,00;0,00;83.000,00
8;801;10;301;6;2059;339014;"33 90 14";40;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;174,24;174,24;174,24;0,00;0,00;2.000,00
8;801;10;301;6;2059;339030;"33 90 30";40;70.000,00;0,00;67.700,00;0,00;0,00;53.955,16;0,00;0,00;81.445,22;62.666,04;62.541,04;0,00;0,00;83.744,84
8;801;10;301;6;2059;339030;"33 90 30";4500;0,00;0,00;40.000,00;0,00;0,00;1.445,94;0,00;0,00;27.173,11;5.120,30;5.120,30;0,00;0,00;38.554,06
8;801;10;301;6;2059;339030;"33 90 30";4520;0,00;0,00;69.468,95;0,00;0,00;65.000,00;0,00;0,00;4.176,30;3.186,30;3.186,30;0,00;0,00;4.468,95
8;801;10;301;6;2059;339036;"33 90 36";40;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
8;801;10;301;6;2059;339039;"33 90 39";40;170.000,00;0,00;296.000,00;0,00;0,00;155.395,00;0,00;0,00;260.176,45;198.094,03;197.247,22;0,00;0,00;310.605,00
8;801;10;301;6;2059;339039;"33 90 39";4011;0,00;0,00;110.000,00;0,00;0,00;0,00;0,00;0,00;87.790,00;17.360,00;17.360,00;0,00;0,00;110.000,00
8;801;10;301;6;2059;339039;"33 90 39";4500;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;1.482,50;1.394,00;1.394,00;0,00;0,00;10.000,00
8;801;10;301;6;2059;339039;"33 90 39";4520;0,00;0,00;32.000,00;0,00;0,00;20.800,00;0,00;0,00;11.121,76;8.421,76;8.421,76;0,00;0,00;11.200,00
8;801;10;301;6;2059;339040;"33 90 40";40;10.000,00;0,00;9.395,00;0,00;0,00;9.000,00;0,00;0,00;10.173,53;6.400,43;6.400,43;0,00;0,00;10.395,00
8;801;10;301;6;2059;339330;"33 93 30";40;35.000,00;0,00;0,00;0,00;0,00;35.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;339330;"33 93 30";4520;0,00;0,00;69.468,95;0,00;0,00;69.468,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8;801;10;301;6;2059;449052;"44 90 52";40;500,00;0,00;500,00;0,00;0,00;300,00;0,00;0,00;699,95;699,95;699,95;0,00;0,00;700,00
8;801;10;301;6;2060;339030;"33 90 30";40;3.000,00;0,00;0,00;0,00;0,00;2.900,00;0,00;0,00;8,98;8,98;8,98;0,00;0,00;100,00
8;801;10;301;6;2060;339031;"33 90 31";40;500,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
